ord_value,organism_name,organism_category
bacillus cereus,bacillus_cereus,"bacillus (cereus, other species)"
bacillus cereus group,bacillus_cereus,"bacillus (cereus, other species)"
"bacillus cereus group, not biovar anthracis",bacillus_cereus,"bacillus (cereus, other species)"
bacillus circulans,bacillus_circulans,"bacillus (cereus, other species)"
bacillus gibsonii,bacillus_gibsonii,"bacillus (cereus, other species)"
bacillus licheniformis,bacillus_licheniformis,"bacillus (cereus, other species)"
bacillus megaterium,bacillus_megaterium,"bacillus (cereus, other species)"
bacillus pumilus,bacillus_pumilus,"bacillus (cereus, other species)"
bacillus species,bacillus_sp,"bacillus (cereus, other species)"
bacillus species not anthracis,bacillus_sp,"bacillus (cereus, other species)"
"bacillus species, not anthracis",bacillus_sp,"bacillus (cereus, other species)"
"bacillus sp., not b. anthracis",bacillus_sp,"bacillus (cereus, other species)"
"bacillus species, not anthracis previously identified",bacillus_sp,"bacillus (cereus, other species)"
bacillus sp.,bacillus_sp,"bacillus (cereus, other species)"
bacillus subtilis,bacillus_subtilis,"bacillus (cereus, other species)"
bacillus thuringiensis,bacillus_thuringiensis,"bacillus (cereus, other species)"
bacteroides caccae,bacteroides_caccae,"bacteroides (gracillis, uniformis, vulgaris, other species)"
bacteroides cellulosilyticus,bacteroides_cellulosilyticus,"bacteroides (gracillis, uniformis, vulgaris, other species)"
bacteroides coagulans,bacteroides_coagulans,"bacteroides (gracillis, uniformis, vulgaris, other species)"
bacteroides distasonis,bacteroides_distasonis,"bacteroides (gracillis, uniformis, vulgaris, other species)"
bacteroides faecis,bacteroides_faecis,"bacteroides (gracillis, uniformis, vulgaris, other species)"
bacteroides fragilis,bacteroides_fragilis,"bacteroides (gracillis, uniformis, vulgaris, other species)"
bacteroides fragilis group,bacteroides_fragilis,"bacteroides (gracillis, uniformis, vulgaris, other species)"
bacteroides fragilis group previously identified,bacteroides_fragilis,"bacteroides (gracillis, uniformis, vulgaris, other species)"
bacteroides fragilis most closely resembles,bacteroides_fragilis,"bacteroides (gracillis, uniformis, vulgaris, other species)"
bacteroides fragilis previously identified,bacteroides_fragilis,"bacteroides (gracillis, uniformis, vulgaris, other species)"
bacteroides gracilis,bacteroides_gracilis,"bacteroides (gracillis, uniformis, vulgaris, other species)"
bacteroides intestinalis,bacteroides_intestinalis,"bacteroides (gracillis, uniformis, vulgaris, other species)"
bacteroides massiliensis,bacteroides_massiliensis,"bacteroides (gracillis, uniformis, vulgaris, other species)"
bacteroides nordii,bacteroides_nordii,"bacteroides (gracillis, uniformis, vulgaris, other species)"
bacteroides nordii/salyersiae,bacteroides_nordii,"bacteroides (gracillis, uniformis, vulgaris, other species)"
bacteroides ovatus,bacteroides_ovatus,"bacteroides (gracillis, uniformis, vulgaris, other species)"
bacteroides ovatus/uniformis,bacteroides_ovatus,"bacteroides (gracillis, uniformis, vulgaris, other species)"
bacteroides ovatus/uniformis previously identified,bacteroides_ovatus,"bacteroides (gracillis, uniformis, vulgaris, other species)"
bacteroides pyogenes,bacteroides_pyogenes,"bacteroides (gracillis, uniformis, vulgaris, other species)"
bacteroides salyersiae,bacteroides_salyersiae,"bacteroides (gracillis, uniformis, vulgaris, other species)"
bacteroides dorei/vulgatus,bacteroides_sp,"bacteroides (gracillis, uniformis, vulgaris, other species)"
bacteroides species,bacteroides_sp,"bacteroides (gracillis, uniformis, vulgaris, other species)"
"bacteroides species, not fragilis",bacteroides_sp,"bacteroides (gracillis, uniformis, vulgaris, other species)"
bacteroides sp.,bacteroides_sp,"bacteroides (gracillis, uniformis, vulgaris, other species)"
bacteroides splanchnicus,bacteroides_splanchnicus,"bacteroides (gracillis, uniformis, vulgaris, other species)"
bacteroides stercoris,bacteroides_stercoris,"bacteroides (gracillis, uniformis, vulgaris, other species)"
bacteroides thetaiotaomicron,bacteroides_thetaiotaomicron,"bacteroides (gracillis, uniformis, vulgaris, other species)"
bacteroides thetaiotaomicron/faecis,bacteroides_thetaiotaomicron,"bacteroides (gracillis, uniformis, vulgaris, other species)"
bacteroides uniformis,bacteroides_uniformis,"bacteroides (gracillis, uniformis, vulgaris, other species)"
bacteroides ureolyticus,bacteroides_ureolyticus,"bacteroides (gracillis, uniformis, vulgaris, other species)"
bacteroides vulgatus,bacteroides_vulgatus,"bacteroides (gracillis, uniformis, vulgaris, other species)"
bacteroides ovatus/xylanisolvens,bacteroides_xylanisolvens,"bacteroides (gracillis, uniformis, vulgaris, other species)"
moraxella catarrhalis,moraxella_catarrhalis,branhamelia or moraxella catarrhalis (other species)
moraxella catarrhalis previously identified,moraxella_catarrhalis,branhamelia or moraxella catarrhalis (other species)
campylobacter coli,campylobacter_coli,campylobacter (all species)
campylobacter fetus subsp. fetus,campylobacter_fetus,campylobacter (all species)
campylobacter fetus,campylobacter_fetus,campylobacter (all species)
campylobacter helveticus/upsaliensis,campylobacter_helveticus,campylobacter (all species)
campylobacter jejuni,campylobacter_jejuni,campylobacter (all species)
campylobacter jejuni/coli,campylobacter_jejuni,campylobacter (all species)
campylobacter species,campylobacter_sp,campylobacter (all species)
campylobacter (bacteroides) ureolyticus,campylobacter_ureolyticus,campylobacter (all species)
candida auris,candida_auris,candida (nos)
candida auris previously identified,candida_auris,candida (nos)
"10,000 candida dubliniensis",candida_dubliniensis,candida (nos)
candida dubliniensis,candida_dubliniensis,candida (nos)
candida dubliniensis strain 1,candida_dubliniensis,candida (nos)
candida dubliniensis strain 2,candida_dubliniensis,candida (nos)
candida dubliniensis previously identified,candida_dubliniensis,candida (nos)
candida dubliniensis probable,candida_dubliniensis,candida (nos)
candida fabianii,candida_fabianii,candida (nos)
candida famata,candida_famata,candida (nos)
"10,000 candida glabrata",candida_glabrata,candida (nos)
10000 candida glabrata,candida_glabrata,candida (nos)
"170,000 candida glabrata",candida_glabrata,candida (nos)
"20,000 candida glabrata",candida_glabrata,candida (nos)
"230,000 candida glabrata",candida_glabrata,candida (nos)
"4,000 candida glabrata",candida_glabrata,candida (nos)
"500,000 candida glabrata",candida_glabrata,candida (nos)
"560,000 candida glabrata",candida_glabrata,candida (nos)
"60,000 candida glabrata",candida_glabrata,candida (nos)
candida (torulopsis) glabrata,candida_glabrata,candida (nos)
candida glabrata,candida_glabrata,candida (nos)
candida glabrata strain 1,candida_glabrata,candida (nos)
candida glabrata strain 2,candida_glabrata,candida (nos)
torulopsis (candida) glabrata,candida_glabrata,candida (nos)
candida glabrata considered part of endogenous flora,candida_glabrata,candida (nos)
candida glabrata previously identified,candida_glabrata,candida (nos)
candida glabrata probable,candida_glabrata,candida (nos)
candida (meyerozyma) guilliermondii complex,candida_guilliermondii,candida (nos)
candida guilliermondii,candida_guilliermondii,candida (nos)
candida guilliermondii complex,candida_guilliermondii,candida (nos)
candida guilliermondii most closely resembles,candida_guilliermondii,candida (nos)
candida haemulonii,candida_haemulonii,candida (nos)
candida intermedia,candida_intermedia,candida (nos)
candida kefyr,candida_kefyr,candida (nos)
candida kefyr probable,candida_kefyr,candida (nos)
candida lipolytica,candida_lipolytica,candida (nos)
^candida lusitaniae and,candida_lusitaniae,candida (nos)
candida lusitaniae,candida_lusitaniae,candida (nos)
candida metapsilosis probable,candida_metapsilosis,candida (nos)
candida nivariensis,candida_nivariensis,candida (nos)
candida norvegensis,candida_norvegensis,candida (nos)
candida orthopsilosis,candida_orthopsilosis,candida (nos)
candida pararugosa,candida_pararugosa,candida (nos)
candida pelliculosa,candida_pelliculosa,candida (nos)
candida pelliculosa (hansenula anomala),candida_pelliculosa,candida (nos)
candida pulcherrima,candida_pulcherrima,candida (nos)
candida (nos),candida_rugosa,candida (nos)
candida rugosa,candida_rugosa,candida (nos)
"10,000 candida species",candida_sp,candida (nos)
"candida sp,not albicans,glabrata,or krusei",candida_sp,candida (nos)
candida sp. not candida albicans,candida_sp,candida (nos)
candida sp.; call micro (x2733) if id is indicated.,candida_sp,candida (nos)
candida species,candida_sp,candida (nos)
"candida species, not albicans",candida_sp,candida (nos)
candida species considered part of endogenous flora,candida_sp,candida (nos)
candida species endogenous flora,candida_sp,candida (nos)
candida sp.,candida_sp,candida (nos)
candida utilis,candida_utilis,candida (nos)
^candida albicans no1 and n02,candida_albicans,candida albicans
^candida albicans susceptibile to itraconazole,candida_albicans,candida albicans
^candida albicans x 2,candida_albicans,candida albicans
"10,000 candida albicans",candida_albicans,candida albicans
"100,000 candida albicans",candida_albicans,candida albicans
10000 candida albicans,candida_albicans,candida albicans
"110,000 candida albicans",candida_albicans,candida albicans
"150,000 candida albicans",candida_albicans,candida albicans
"170,000 candida albicans",candida_albicans,candida albicans
"20,000 candida albicans",candida_albicans,candida albicans
"200,000 candida albicans",candida_albicans,candida albicans
"230,000 candida albicans",candida_albicans,candida albicans
"260,000 candida albicans",candida_albicans,candida albicans
"30,000 candida albicans",candida_albicans,candida albicans
"310,000 candida albicans",candida_albicans,candida albicans
"370,000 candida albicans",candida_albicans,candida albicans
"40,000 candida albicans",candida_albicans,candida albicans
"50,000 candida albicans",candida_albicans,candida albicans
"500,000 candida albicans",candida_albicans,candida albicans
"590,000 candida albicans",candida_albicans,candida albicans
"70,000 candida albicans",candida_albicans,candida albicans
"750,000 candida albicans",candida_albicans,candida albicans
"80,000 candida albicans",candida_albicans,candida albicans
"800,000 candida albicans",candida_albicans,candida albicans
"90,000 candida albicans",candida_albicans,candida albicans
candida albicans,candida_albicans,candida albicans
candida albicans strain 1,candida_albicans,candida albicans
candida albicans strain 2,candida_albicans,candida albicans
candida albicans/dubliniensis,candida_albicans,candida albicans
candida albicans considered part of endogenous flora,candida_albicans,candida albicans
candida albicans considered part of endogenous flora previously identified,candida_albicans,candida albicans
candida albicans endogenous flora,candida_albicans,candida albicans
candida albicans previously identified,candida_albicans,candida albicans
candida albicans probable,candida_albicans,candida albicans
"10,000 candida krusei",candida_krusei,candida krusei
"20,000 candida krusei",candida_krusei,candida krusei
candida krusei,candida_krusei,candida krusei
"candida krusei for susceptibility results, refer to culture h29357",candida_krusei,candida krusei
candida krusei strain 1,candida_krusei,candida krusei
candida krusei strain 2,candida_krusei,candida krusei
"100,000 candida parapsilosis strain 2",candida_parapsilosis,candida parapsilosis
"20,000 candida parapsilosis",candida_parapsilosis,candida parapsilosis
"210,000 candida parapsilosis",candida_parapsilosis,candida parapsilosis
"750,000 candida parapsilosis",candida_parapsilosis,candida parapsilosis
candida parapsilosis,candida_parapsilosis,candida parapsilosis
candida parapsilosis complex,candida_parapsilosis,candida parapsilosis
candida parapsilosis strain 1,candida_parapsilosis,candida parapsilosis
candida parapsilosis strain 2,candida_parapsilosis,candida parapsilosis
candida parasilosis,candida_parapsilosis,candida parapsilosis
candida parapsilosis considered part of endogenous flora,candida_parapsilosis,candida parapsilosis
candida parapsilosis previously identified,candida_parapsilosis,candida parapsilosis
"10,000 candida tropicalis",candida_tropicalis,candida tropicalis
"30,000 candida tropicalis",candida_tropicalis,candida tropicalis
42000 cgt candida tropicalis,candida_tropicalis,candida tropicalis
"80,000 candida tropicalis",candida_tropicalis,candida tropicalis
"850,000 candida tropicalis",candida_tropicalis,candida tropicalis
candida tropicalis,candida_tropicalis,candida tropicalis
candida tropicalis  x2,candida_tropicalis,candida tropicalis
candida tropicalis identified on x40874,candida_tropicalis,candida tropicalis
candida tropicalis strain 1,candida_tropicalis,candida tropicalis
candida tropicalis strain 2,candida_tropicalis,candida tropicalis
candida tropicalis previously identified,candida_tropicalis,candida tropicalis
citrobacter amalonaticus,citrobacter_amalonaticus,"citrobacter (freundii, other species)"
citrobacter amalonaticus group,citrobacter_amalonaticus,"citrobacter (freundii, other species)"
citrobacter amalonaticus group strain 1,citrobacter_amalonaticus,"citrobacter (freundii, other species)"
citrobacter amalonaticus group strain 2,citrobacter_amalonaticus,"citrobacter (freundii, other species)"
citrobacter braakii,citrobacter_braakii,"citrobacter (freundii, other species)"
citrobacter farmeri,citrobacter_farmeri,"citrobacter (freundii, other species)"
^citrobacter freundii ertapenem and meropenem resistant,citrobacter_freundii,"citrobacter (freundii, other species)"
^citrobacter freundii no1 and no2,citrobacter_freundii,"citrobacter (freundii, other species)"
^citrobacter freundii previously reported as e. coli,citrobacter_freundii,"citrobacter (freundii, other species)"
^citrobacter freundii resistant to ertapenem and meropenem,citrobacter_freundii,"citrobacter (freundii, other species)"
"10,000 citrobacter freundii",citrobacter_freundii,"citrobacter (freundii, other species)"
"100,000 citrobacter freundii complex",citrobacter_freundii,"citrobacter (freundii, other species)"
"150,000 citrobacter freundii",citrobacter_freundii,"citrobacter (freundii, other species)"
"280,000 citrobacter freundii complex",citrobacter_freundii,"citrobacter (freundii, other species)"
"30,000 citrobacter freundii",citrobacter_freundii,"citrobacter (freundii, other species)"
"30,000 citrobacter freundii complex",citrobacter_freundii,"citrobacter (freundii, other species)"
"500,000 citrobacter freundii",citrobacter_freundii,"citrobacter (freundii, other species)"
"780,000 citrobacter freundii complex",citrobacter_freundii,"citrobacter (freundii, other species)"
citrobacter freundii,citrobacter_freundii,"citrobacter (freundii, other species)"
citrobacter freundii complex,citrobacter_freundii,"citrobacter (freundii, other species)"
"citrobacter freundii complex for susceptibility results, refer to culture s66410",citrobacter_freundii,"citrobacter (freundii, other species)"
citrobacter freundii cre,citrobacter_freundii,"citrobacter (freundii, other species)"
