ord_value,organism_name,organism_category,,
" 140,000 ENTEROCOCCUS CASSELIFLAVUS",enterococcus_casseliflavus ,Enterococcus (all species),,
" 180,000 ENTEROCOCCUS FAECIUM",enterococcus_faecium,Enterococcus (all species),,
" 20,000 ENTEROCOCCUS FAECALIS",enterococcus_faecalis,Enterococcus (all species),,
" 20,000 ENTEROCOCCUS FAECIUM",enterococcus_faecium,Enterococcus (all species),,
" 200,000 ENTEROCOCCUS AVIUM",enterococcus_avium,Enterococcus (all species),,
" 240,000 ENTEROCOCCUS FAECALIS",enterococcus_faecalis,Enterococcus (all species),,
" 30,000 ENTEROCOCCUS FAECIUM",enterococcus_faecium,Enterococcus (all species),,
" 40,000 ENTEROCOCCUS FAECALIS",enterococcus_faecalis,Enterococcus (all species),,
" 50,000 ENTEROCOCCUS FAECALIS",enterococcus_faecalis,Enterococcus (all species),,
"^10,000 ENTEROCOCCUS FAECIUM RESISTANT TO TETRACYCLINE (MIC= >=16UG/ML)",enterococcus_faecium,Enterococcus (all species),,
"^150,000 ENTEROCOCCUS FAECIUM SYNERCID = 0.5 SUSCEPTIBLE",enterococcus_faecium,Enterococcus (all species),,
"^20,000 ENTEROCOCCUS FAECALIS RESISTANT TO TETRACYCLINE (MIC=>=16UG/ML)",enterococcus_faecalis,Enterococcus (all species),,
"^20,000 ENTEROCOCCUS FAECIUM SYNERCID IS 0.5 SUSCEPIBLE",enterococcus_faecium,Enterococcus (all species),,
"^280,000 ENTEROCOCCUS FAECIUM STRAIN 2 SYNERCID = 0.5 SUSCEPTIBLE",enterococcus_faecium,Enterococcus (all species),,
"^30,000 ENTEROCOCCUS FAECIUM SUSCEPTIBILE TO SYNERCID (MIC=0.5 MCG/ML).",enterococcus_faecium,Enterococcus (all species),,
"^30,000 ENTEROCOCCUS FAECIUM SYNERCID <=0.25 SUSCEPTIBLE NO FDA OR CLSI ^ INTERPRETATIONS FOR TIGECYCLINE",enterococcus_faecium,Enterococcus (all species),,
"^30,000 ENTEROCOCCUS FAECIUM SYNERCID IS SUSCEPTIBLE",enterococcus_faecium,Enterococcus (all species),,
"^40000 ENTEROCOCCUS FAECALIS FOR SUSCEPTIBILITY RESULTS, REFER TO CULTURE T46682, ^ 6/3/14",enterococcus_faecalis,Enterococcus (all species),,
"^80,000 ENTEROCOCCUS FAECIUM  SUSCEPTIBLE TO SYNERCID",enterococcus_faecium,Enterococcus (all species),,
^ENTEROCOCCUS AVIUM/RAFFINOSUS RESISTANT TO TETRACYCLINE.,enterococcus_avium,Enterococcus (all species),,
^ENTEROCOCCUS DURANS STRAIN 1 AND,enterococcus_durans,Enterococcus (all species),,
^ENTEROCOCCUS DURANS STRAIN 2 AND,enterococcus_durans,Enterococcus (all species),,
^ENTEROCOCCUS FAECALIS  X2,enterococcus_faecalis,Enterococcus (all species),,
^ENTEROCOCCUS FAECALIS NO2,enterococcus_faecalis,Enterococcus (all species),,
^ENTEROCOCCUS FAECALIS STRAIN 1 B16 BOTTLE 1 AND 2,enterococcus_faecalis,Enterococcus (all species),,
"^ENTEROCOCCUS FAECALIS STRAIN 1 RESISTANT TO TETRACYCLINE, SUSCEPTIBLE TO ^ NITROFURANTOIN.",enterococcus_faecalis,Enterococcus (all species),,
^ENTEROCOCCUS FAECALIS STRAIN 2 BOTTLE 1 AND 2,enterococcus_faecalis,Enterococcus (all species),,
"^ENTEROCOCCUS FAECALIS STRAIN 2 RESISTANT TO TETRACYCLINE, SUSCEPTIBLE TO ^ NITROFURANTOIN.",enterococcus_faecalis,Enterococcus (all species),,
^ENTEROCOCCUS FAECALIS X 2,enterococcus_faecalis,Enterococcus (all species),,
^ENTEROCOCCUS FAECIUM STRAIN 1 FOR LINEZOLID AND DAPTOMYCIN RESULT SEE CULTURE ^ X22482,enterococcus_faecium,Enterococcus (all species),,
^ENTEROCOCCUS FAECIUM STRAIN 1 SYNERCID IS 0.5 SN,enterococcus_faecium,Enterococcus (all species),,
^ENTEROCOCCUS FAECIUM STRAIN 2 DAPTOMYCIN MIC >8 MCG/ML PER CDC,enterococcus_faecium,Enterococcus (all species),,
"^ENTEROCOCCUS FAECIUM STRAIN 2 FOR SUSCEPTIBILITY RESULTS, REFER TO CULTURE M20763 ^ 5/23",enterococcus_faecium,Enterococcus (all species),,
"^ENTEROCOCCUS FAECIUM STRAIN 2 FOR SUSCEPTIBILITY RESULTS, REFER TO CULTURE W31929 ^ 03/20/14",enterococcus_faecium,Enterococcus (all species),,
^ENTEROCOCCUS FAECIUM STRAIN 2 SYNERCID IS 0.5 SN,enterococcus_faecium,Enterococcus (all species),,
^ENTEROCOCCUS FAECIUM STRAIN 2 SYNERCID IS SUSCEPTIBLE MIC = 1,enterococcus_faecium,Enterococcus (all species),,
^ENTEROCOCCUS FAECIUM STRAIN 2 SYNERCID MIC IS 0.5 MCG/ML SUSCEPTIBLE,enterococcus_faecium,Enterococcus (all species),,
"1,000 ENTEROCOCCUS FAECALIS",enterococcus_faecalis,Enterococcus (all species),,
"1,000 ENTEROCOCCUS FAECIUM",enterococcus_faecium,Enterococcus (all species),,
"10,000 CGT ENTEROCOCCUS FAECALIS",enterococcus_faecalis,Enterococcus (all species),,
"10,000 ENTEROCOCCUS AVIUM",enterococcus_avium,Enterococcus (all species),,
"10,000 ENTEROCOCCUS AVIUM/RAFFINOSUS",enterococcus_avium,Enterococcus (all species),,
"10,000 ENTEROCOCCUS CASSELIFLAVUS",enterococcus_casseliflavus,Enterococcus (all species),,
"10,000 ENTEROCOCCUS DURANS",enterococcus_durans,Enterococcus (all species),,
"10,000 ENTEROCOCCUS FAECALIS",enterococcus_faecalis,Enterococcus (all species),,
"10,000 ENTEROCOCCUS FAECALIS STRAIN 1",enterococcus_faecalis,Enterococcus (all species),,
"10,000 ENTEROCOCCUS FAECALIS STRAIN 2",enterococcus_faecalis,Enterococcus (all species),,
"10,000 ENTEROCOCCUS FAECIUM",enterococcus_faecium,Enterococcus (all species),,
"10,000 ENTEROCOCCUS FAECIUM STRAIN 1",enterococcus_faecium,Enterococcus (all species),,
"10,000 ENTEROCOCCUS FAECIUM STRAIN 2",enterococcus_faecium,Enterococcus (all species),,
"10,000 ENTEROCOCCUS GALLINARUM",enterococcus_gallinarum,Enterococcus (all species),,
"10,000 ENTEROCOCCUS RAFFINOSUS",enterococcus_raffinosus,Enterococcus (all species),,
"100,000 CGT ENTEROCOCCUS FAECALIS",enterococcus_faecalis,Enterococcus (all species),,
"100,000 ENTEROCOCCUS FAECALIS",enterococcus_faecalis,Enterococcus (all species),,
"100,000 ENTEROCOCCUS FAECIUM",enterococcus_faecium,Enterococcus (all species),,
10000 ENTEROCOCCUS FAECALIS,enterococcus_faecalis,Enterococcus (all species),,
"110,000 CGT ENTEROCOCCUS AVIUM/RAFFINOSUS",enterococcus_avium,Enterococcus (all species),,
"110,000 ENTEROCOCCUS FAECALIS",enterococcus_faecalis,Enterococcus (all species),,
"110,000 ENTEROCOCCUS FAECALIS STRAIN 2",enterococcus_faecalis,Enterococcus (all species),,
"110,000 ENTEROCOCCUS FAECIUM",enterococcus_faecium,Enterococcus (all species),,
"120,000 ENTEROCOCCUS AVIUM",enterococcus_avium,Enterococcus (all species),,
"120,000 ENTEROCOCCUS FAECALIS",enterococcus_faecalis,Enterococcus (all species),,
"120,000 ENTEROCOCCUS FAECALIS STRAIN 2",enterococcus_faecalis,Enterococcus (all species),,
"130,000 CGT ENTEROCOCCUS FAECALIS",enterococcus_faecalis,Enterococcus (all species),,
"130,000 ENTEROCOCCUS FAECALIS",enterococcus_faecalis,Enterococcus (all species),,
"140,000 CGT ENTEROCOCCUS FAECALIS",enterococcus_faecalis,Enterococcus (all species),,
"140,000 ENTEROCOCCUS FAECALIS",enterococcus_faecalis,Enterococcus (all species),,
"140,000 ENTEROCOCCUS FAECIUM",enterococcus_faecium,Enterococcus (all species),,
"150,000 ENTEROCOCCUS AVIUM",enterococcus_avium,Enterococcus (all species),,
"150,000 ENTEROCOCCUS AVIUM/RAFFINOSUS",enterococcus_avium,Enterococcus (all species),,
"150,000 ENTEROCOCCUS FAECALIS",enterococcus_faecalis,Enterococcus (all species),,
"150,000 ENTEROCOCCUS FAECIUM",enterococcus_faecium,Enterococcus (all species),,
15000 ENTEROCOCCUS FAECIUM,enterococcus_faecium,Enterococcus (all species),,
"160,000 ENTEROCOCCUS FAECALIS",enterococcus_faecalis,Enterococcus (all species),,
"160,000 ENTEROCOCCUS FAECIUM",enterococcus_faecium,Enterococcus (all species),,
"170,000 ENTEROCOCCUS FAECALIS",enterococcus_faecalis,Enterococcus (all species),,
"170,000 ENTEROCOCCUS FAECIUM",enterococcus_faecium,Enterococcus (all species),,
"180,000 CGT ENTEROCOCCUS FAECALIS STRAIN 2",enterococcus_faecalis,Enterococcus (all species),,
"180,000 ENTEROCOCCUS FAECALIS",enterococcus_faecalis,Enterococcus (all species),,
"180,000 ENTEROCOCCUS FAECIUM STRAIN 1",enterococcus_faecium,Enterococcus (all species),,
"20,000 CGT ENTEROCOCCUS FAECALIS",enterococcus_faecalis,Enterococcus (all species),,
"20,000 ENTEROCOCCUS CASSELIFLAVUS",enterococcus_casseliflavus ,Enterococcus (all species),,
"20,000 ENTEROCOCCUS FAECALIS",enterococcus_faecalis,Enterococcus (all species),,
"20,000 ENTEROCOCCUS FAECALIS STRAIN 2",enterococcus_faecalis,Enterococcus (all species),,
"20,000 ENTEROCOCCUS FAECIUM",enterococcus_faecium,Enterococcus (all species),,
"20,000 ENTEROCOCCUS RAFFINOSUS",enterococcus_raffinosus,Enterococcus (all species),,
"200,000 CGT ENTEROCOCCUS FAECALIS",enterococcus_faecalis,Enterococcus (all species),,
"200,000 ENTEROCOCCUS AVIUM/RAFFINOSUS",enterococcus_avium,Enterococcus (all species),,
"200,000 ENTEROCOCCUS FAECALIS",enterococcus_faecalis,Enterococcus (all species),,
"200,000 ENTEROCOCCUS FAECIUM",enterococcus_faecium,Enterococcus (all species),,
200.000 ENTEROCOCCUS FAECALIS STRAIN 2,enterococcus_faecalis,Enterococcus (all species),,
20000 ENTEROCOCCUS FAECALIS,enterococcus_faecalis,Enterococcus (all species),,
20000 ENTEROCOCCUS FAECIUM,enterococcus_faecium,Enterococcus (all species),,
"210,000 ENTEROCOCCUS FAECALIS",enterococcus_faecalis,Enterococcus (all species),,
"220,000 ENTEROCOCCUS AVIUM",enterococcus_avium,Enterococcus (all species),,
"220,000 ENTEROCOCCUS FAECALIS",enterococcus_faecalis,Enterococcus (all species),,
"220,000 ENTEROCOCCUS FAECIUM",enterococcus_faecium,Enterococcus (all species),,
"230,000 ENTEROCOCCUS FAECALIS",enterococcus_faecalis,Enterococcus (all species),,
"230,000 ENTEROCOCCUS FAECALIS STRAIN 1",enterococcus_faecalis,Enterococcus (all species),,
"230,000 ENTEROCOCCUS FAECIUM",enterococcus_faecium,Enterococcus (all species),,
"240,000 ENTEROCOCCUS AVIUM STRAIN 2",enterococcus_avium,Enterococcus (all species),,
"240,000 ENTEROCOCCUS FAECIUM",enterococcus_faecium,Enterococcus (all species),,
"240,000 ENTEROCOCCUS FAECIUM STRAIN 2",enterococcus_faecium,Enterococcus (all species),,
"250,000 ENTEROCOCCUS AVIUM/RAFFINOSUS",enterococcus_avium,Enterococcus (all species),,
"250,000 ENTEROCOCCUS FAECALIS",enterococcus_faecalis,Enterococcus (all species),,
"250,000 ENTEROCOCCUS FAECIUM",enterococcus_faecium,Enterococcus (all species),,
"260,000 ENTEROCOCCUS FAECIUM",enterococcus_faecium,Enterococcus (all species),,
260000 ENTEROCOCCUS FAECALIS,enterococcus_faecalis,Enterococcus (all species),,
"270,000 ENTEROCOCCUS FAECIUM",enterococcus_faecium,Enterococcus (all species),,
280000 ENTEROCOCCUS FAECALIS,enterococcus_faecalis,Enterococcus (all species),,
"290,000 ENTEROCOCCUS FAECALIS",enterococcus_faecalis,Enterococcus (all species),,
"290,000 ENTEROCOCCUS FAECIUM",enterococcus_faecium,Enterococcus (all species),,
"30,000 CGT ENTEROCOCCUS FAECALIS",enterococcus_faecalis,Enterococcus (all species),,
"30,000 ENTEROCOCCUS AVIUM",enterococcus_avium,Enterococcus (all species),,
"30,000 ENTEROCOCCUS AVIUM/RAFFINOSUS",enterococcus_avium,Enterococcus (all species),,
"30,000 ENTEROCOCCUS DURANS",enterococcus_durans,Enterococcus (all species),,
"30,000 ENTEROCOCCUS FAECALIS",enterococcus_faecalis,Enterococcus (all species),,
"30,000 ENTEROCOCCUS FAECALIS STRAIN 2",enterococcus_faecalis,Enterococcus (all species),,
"30,000 ENTEROCOCCUS FAECIUM",enterococcus_faecium,Enterococcus (all species),,
"30,000 ENTEROCOCCUS FAECIUM STRAIN 2",enterococcus_faecium,Enterococcus (all species),,
"300,000 ENTEROCOCCUS FAECALIS",enterococcus_faecalis,Enterococcus (all species),,
"300,000 ENTEROCOCCUS FAECIUM",enterococcus_faecium,Enterococcus (all species),,
30000 ENTEROCOCCUS FAECALIS,enterococcus_faecalis,Enterococcus (all species),,
"310,000 ENTEROCOCCUS FAECALIS",enterococcus_faecalis,Enterococcus (all species),,
"320,000 ENTEROCOCCUS FAECALIS",enterococcus_faecalis,Enterococcus (all species),,
"350,000 ENTEROCOCCUS FAECALIS",enterococcus_faecalis,Enterococcus (all species),,
"360,000 ENTEROCOCCUS FAECALIS",enterococcus_faecalis,Enterococcus (all species),,
"380,000 ENTEROCOCCUS FAECALIS",enterococcus_faecalis,Enterococcus (all species),,
"40,000  ENTEROCOCCUS FAECALIS",enterococcus_faecalis,Enterococcus (all species),,
"40,000 CGT ENTEROCOCCUS FAECALIS",enterococcus_faecalis,Enterococcus (all species),,
"40,000 ENTEROCOCCUS FAECALIS",enterococcus_faecalis,Enterococcus (all species),,
"40,000 ENTEROCOCCUS FAECIUM",enterococcus_faecium,Enterococcus (all species),,
"40,000 ENTEROCOCCUS GALLINARUM",enterococcus_gallinarum,Enterococcus (all species),,
"40,000 ENTEROCOCCUS RAFFINOSUS",enterococcus_raffinosus,Enterococcus (all species),,
"400,000 ENTEROCOCCUS FAECIUM",enterococcus_faecium,Enterococcus (all species),,
40000 ENTEROCOCCUS FAECIUM,enterococcus_faecium,Enterococcus (all species),,
"42,000 ENTEROCOCCUS FAECIUM",enterococcus_faecium,Enterococcus (all species),,
"420,000 ENTEROCOCCUS AVIUM",enterococcus_avium,Enterococcus (all species),,
"420,000 ENTEROCOCCUS FAECALIS",enterococcus_faecalis,Enterococcus (all species),,
"430,000 ENTEROCOCCUS FAECALIS",enterococcus_faecalis,Enterococcus (all species),,
"450,000 ENTEROCOCCUS FAECALIS",enterococcus_faecalis,Enterococcus (all species),,
"450,000 ENTEROCOCCUS FAECIUM",enterococcus_faecium,Enterococcus (all species),,
"470,000 ENTEROCOCCUS FAECALIS",enterococcus_faecalis,Enterococcus (all species),,
"50,000 ENTEROCOCCUS AVIUM",enterococcus_avium,Enterococcus (all species),,
"50,000 ENTEROCOCCUS CASSELIFLAVUS",enterococcus_casseliflavus ,Enterococcus (all species),,
"50,000 ENTEROCOCCUS FAECALIS",enterococcus_faecalis,Enterococcus (all species),,
"50,000 ENTEROCOCCUS FAECALIS STRAIN 1",enterococcus_faecalis,Enterococcus (all species),,
"50,000 ENTEROCOCCUS FAECALIS STRAIN 2",enterococcus_faecalis,Enterococcus (all species),,
"50,000 ENTEROCOCCUS FAECIUM",enterococcus_faecium,Enterococcus (all species),,
"50,000 ENTEROCOCCUS FAECIUM STRAIN 2",enterococcus_faecium,Enterococcus (all species),,
"50,000 ENTEROCOCCUS GALLINARUM",enterococcus_gallinarum,Enterococcus (all species),,
"50,000 ENTEROCOCCUS RAFFINOSUS",enterococcus_raffinosus,Enterococcus (all species),,
"50,OOO ENTEROCOCCUS FAECALIS",enterococcus_faecalis,Enterococcus (all species),,
"500,000 ENTEROCOCCUS FAECALIS",enterococcus_faecalis,Enterococcus (all species),,
"500,000 ENTEROCOCCUS FAECIUM",enterococcus_faecium,Enterococcus (all species),,
"520,000 ENTEROCOCCUS FAECALIS",enterococcus_faecalis,Enterococcus (all species),,
"530,000 ENTEROCOCCUS FAECALIS",enterococcus_faecalis,Enterococcus (all species),,
"540,000 ENTEROCOCCUS FAECALIS",enterococcus_faecalis,Enterococcus (all species),,
"540,000 ENTEROCOCCUS FAECIUM",enterococcus_faecium,Enterococcus (all species),,
"60,000 ENTEROCOCCUS FAECALIS",enterococcus_faecalis,Enterococcus (all species),,
"60,000 ENTEROCOCCUS FAECIUM",enterococcus_faecium,Enterococcus (all species),,
"60,000 ENTEROCOCCUS FAECIUM STRAIN 2",enterococcus_faecium,Enterococcus (all species),,
"60,000 ENTEROCOCCUS GALLINARUM",enterococcus_gallinarum,Enterococcus (all species),,
"60,000 ENTEROCOCCUS RAFFINOSUS",enterococcus_raffinosus,Enterococcus (all species),,
60000 ENTEROCOCCUS FAECIUM,enterococcus_faecium,Enterococcus (all species),,
600000 ENTEROCOCCUS FAECALIS,enterococcus_faecalis,Enterococcus (all species),,
"610,000 ENTEROCOCCUS FAECALIS",enterococcus_faecalis,Enterococcus (all species),,
"620,000 ENTEROCOCCUS FAECIUM",enterococcus_faecium,Enterococcus (all species),,
"640,000 ENTEROCOCCUS FAECIUM",enterococcus_faecium,Enterococcus (all species),,
"70,000 ENTEROCOCCUS FAECALIS",enterococcus_faecalis,Enterococcus (all species),,
"70,000 ENTEROCOCCUS FAECALIS STRAIN 2",enterococcus_faecalis,Enterococcus (all species),,
"70,000 ENTEROCOCCUS FAECIUM",enterococcus_faecium,Enterococcus (all species),,
"70,000 ENTEROCOCCUS RAFFINOSUS",enterococcus_raffinosus,Enterococcus (all species),,
"700,000 ENTEROCOCCUS FAECALIS",enterococcus_faecalis,Enterococcus (all species),,
"730,000 ENTEROCOCCUS FAECIUM",enterococcus_faecium,Enterococcus (all species),,
"750,000 ENTEROCOCCUS FAECIUM",enterococcus_faecium,Enterococcus (all species),,
"780,000 ENTEROCOCCUS FAECALIS",enterococcus_faecalis,Enterococcus (all species),,
"80,000 CGT ENTEROCOCCUS FAECALIS STRAIN 2",enterococcus_faecalis,Enterococcus (all species),,
"80,000 ENTEROCOCCUS AVIUM/RAFFINOSUS",enterococcus_avium,Enterococcus (all species),,
"80,000 ENTEROCOCCUS FAECALIS",enterococcus_faecalis,Enterococcus (all species),,
"80,000 ENTEROCOCCUS FAECIUM",enterococcus_faecium,Enterococcus (all species),,
"80,000 ENTEROCOCCUS FAECIUM STRAIN 3",enterococcus_faecium,Enterococcus (all species),,
"800,000 CGT ENTEROCOCCUS FAECALIS",enterococcus_faecalis,Enterococcus (all species),,
"820,000 ENTEROCOCCUS FAECALIS",enterococcus_faecalis,Enterococcus (all species),,
"820,000 ENTEROCOCCUS FAECIUM",enterococcus_faecium,Enterococcus (all species),,
"850,000 ENTEROCOCCUS FAECIUM",enterococcus_faecium,Enterococcus (all species),,
"860,000 ENTEROCOCCUS FAECIUM STRAIN 1",enterococcus_faecium,Enterococcus (all species),,
"90,000 ENTEROCOCCUS FAECALIS",enterococcus_faecalis,Enterococcus (all species),,
"90,000 ENTEROCOCCUS FAECIUM",enterococcus_faecium,Enterococcus (all species),,
"90,000 ENTEROCOCCUS RAFFINOSUS",enterococcus_raffinosus,Enterococcus (all species),,
"950,000 ENTEROCOCCUS FAECALIS",enterococcus_faecalis,Enterococcus (all species),,
ENTEROCOCCUS AVIUM,enterococcus_avium,Enterococcus (all species),,
ENTEROCOCCUS AVIUM STRAIN 1,enterococcus_avium,Enterococcus (all species),,
ENTEROCOCCUS AVIUM STRAIN 2,enterococcus_avium,Enterococcus (all species),,
ENTEROCOCCUS AVIUM/RAFFINOSUS,enterococcus_avium,Enterococcus (all species),,
ENTEROCOCCUS AVIUM/RAFFINOSUS STRAIN 1,enterococcus_avium,Enterococcus (all species),,
ENTEROCOCCUS AVIUM/RAFFINOSUS STRAIN 2,enterococcus_avium,Enterococcus (all species),,
ENTEROCOCCUS CASSELIFLAVUS,enterococcus_casseliflavus ,Enterococcus (all species),,
ENTEROCOCCUS CASSELIFLAVUS STRAIN 1,enterococcus_casseliflavus ,Enterococcus (all species),,
ENTEROCOCCUS CASSELIFLAVUS STRAIN 2,enterococcus_casseliflavus ,Enterococcus (all species),,
ENTEROCOCCUS DURANS,enterococcus_durans,Enterococcus (all species),,
ENTEROCOCCUS DURANS STRAIN 1,enterococcus_durans,Enterococcus (all species),,
ENTEROCOCCUS DURANS STRAIN 2,enterococcus_durans,Enterococcus (all species),,
ENTEROCOCCUS FAECALIS,enterococcus_faecalis,Enterococcus (all species),,
ENTEROCOCCUS FAECALIS (BOTH BOTTLES),enterococcus_faecalis,Enterococcus (all species),,
ENTEROCOCCUS FAECALIS (TWO AEROBIC BOTTLES),enterococcus_faecalis,Enterococcus (all species),,
ENTEROCOCCUS FAECALIS BETA LACTAMASE NEGATIVE,enterococcus_faecalis,Enterococcus (all species),,
ENTEROCOCCUS FAECALIS STRAIN 1,enterococcus_faecalis,Enterococcus (all species),,
ENTEROCOCCUS FAECALIS STRAIN 2,enterococcus_faecalis,Enterococcus (all species),,
ENTEROCOCCUS FAECALIS STRAIN 3,enterococcus_faecalis,Enterococcus (all species),,
ENTEROCOCCUS FAECALIS STRAIN 4,enterococcus_faecalis,Enterococcus (all species),,
ENTEROCOCCUS FAECALIS VANCOMYCIN RESISTANT,enterococcus_faecalis,Enterococcus (all species),,
ENTEROCOCCUS FAECIUM,enterococcus_faecium,Enterococcus (all species),,
ENTEROCOCCUS FAECIUM  SUSCEPTIBLE TO SYNERCID,enterococcus_faecium,Enterococcus (all species),,
ENTEROCOCCUS FAECIUM DAPTOMYCIN MIC 8 MCG/ML PER CDC,enterococcus_faecium,Enterococcus (all species),,
"ENTEROCOCCUS FAECIUM FOR SUSCEPTIBILITY RESULTS, REFER TO CULTURE F70182 7/12/13",enterococcus_faecium,Enterococcus (all species),,
"ENTEROCOCCUS FAECIUM FOR SUSCEPTIBILITY RESULTS, REFER TO CULTURE M20749 5/23",enterococcus_faecium,Enterococcus (all species),,
"ENTEROCOCCUS FAECIUM FOR SUSCEPTIBILITY RESULTS, REFER TO CULTURE W22013, FROM  7/30/2014.",enterococcus_faecium,Enterococcus (all species),,
"ENTEROCOCCUS FAECIUM FOR SUSCEPTIBILITY RESULTS, REFER TO CULTURE W31919 3/20/14",enterococcus_faecium,Enterococcus (all species),,
"ENTEROCOCCUS FAECIUM FOR SUSCEPTIBILITY RESULTS, REFER TO CULTURE W42746, 3/30/14",enterococcus_faecium,Enterococcus (all species),,
