position_category,position_name,n,site
prone,Prone;Reverse Trendelenburg;Head right;Lying left side;Pillow support,2,JHU
prone,Prone;Reverse Trendelenburg;Head right;Other (Comment),2,JHU
prone,Prone;Reverse Trendelenburg;Lying left side;Head right;Unable to reposition,2,JHU
prone,Prone;Reverse Trendelenburg;Lying right side;Lying left side,2,JHU
prone,Prone;Reverse Trendelenburg;Pillow support;Lying left side;Head right,2,JHU
prone,Prone;Reverse Trendelenburg;Pillow support;Lying right side;Head left,2,JHU
prone,Prone;Reverse Trendelenburg;Trendelenburg,2,JHU
prone,Prone;Right lateral;HOB less than 30 degrees,2,JHU
prone,Prone;Trendelenburg;Left lateral,2,JHU
prone,Prone;Turns self;Reverse Trendelenburg,2,JHU
prone,Proned Right,2,JHU
prone,Proned patient,2,JHU
prone,Proned pt. ,2,JHU
prone,Proned the Pt.,2,JHU
prone,Proned the pt.,2,JHU
prone,Proned- pt turned,2,JHU
prone,Pt Prone. Head turned. Right side down.,2,JHU
prone,Pt prone. Head turned. Left side down.,2,JHU
prone,Pt prone. Turned onto left side.,2,JHU
prone,Pt proned. Left side down.,2,JHU
prone,Pt. Proned,2,JHU
prone,Pt. in prone position,2,JHU
prone,Reverse Trendelenburg;HOB flat;Prone,2,JHU
prone,Reverse Trendelenburg;Lying left side;Prone,2,JHU
prone,Reverse Trendelenburg;Lying right side;Prone,2,JHU
prone,Reverse Trendelenburg;Prone;Head right;Lying right side,2,JHU
prone,Reverse Trendelenburg;Prone;Lying right side;Other (Comment),2,JHU
prone,Reverse Trendelenburg;Prone;Other (Comment);Lying left side,2,JHU
prone,Reverse Trendelenburg;Prone;Pillow support;Other (Comment),2,JHU
prone,Right lateral;HOB flat;Prone,2,JHU
prone,Right lateral;Lying down;HOB flat;Prone,2,JHU
prone,Right lateral;Prone;HOB less than 30 degrees,2,JHU
prone,Right lateral;Prone;Trendelenburg,2,JHU
prone,Turns self;Lying left side;Prone,2,JHU
prone,Turns self;Lying right side;Pillow support;Prone,2,JHU
prone,Unable to reposition;Head left;Prone,2,JHU
prone,Unable to reposition;Head right;Lying left side;Prone;Reverse Trendelenburg,2,JHU
prone,Unable to reposition;Lying left side;Prone,2,JHU
prone,Unable to reposition;Prone;Head left,2,JHU
prone,Unable to reposition;Prone;Lying right side,2,JHU
prone,changing prone position,2,JHU
prone,head repositioned PRONE,2,JHU
prone,head turn/prone,2,JHU
prone,head turned while prone,2,JHU
prone,moved to prone position,2,JHU
prone,patient proned at this time,2,JHU
prone,prone ,2,JHU
prone,"prone , repositioned head",2,JHU
prone,prone head repositined,2,JHU
prone,prone head reposition,2,JHU
prone,prone head repostioned,2,JHU
prone,proned pt at this time,2,JHU
prone,pt PRONED,2,JHU
prone,pt proned turned facing left,2,JHU
prone,"pt proned, head turned facing right",2,JHU
prone,pt reproned,2,JHU
prone,self prone,2,JHU
prone,self proned,2,JHU
prone,turned head proned,2,JHU
prone,turning proned patient ,2,JHU
prone, Proned,1,JHU
prone, Self proned,1,JHU
prone,1hr post prone ,1,JHU
prone,;PRONE HEAD REPOSITIONED,1,JHU
prone,ABG sent  prior to prone,1,JHU
prone,After Prone,1,JHU
prone,Attempting to reposition patient while proned ,1,JHU
prone,Before self prone,1,JHU
prone,Beginning attempt to prone,1,JHU
prone,CSTAT30 proned PT,1,JHU
prone,CT assist pt to prone position,1,JHU
prone,CXR done & pt re-proned.,1,JHU
prone,Changing pt's prone position,1,JHU
prone,"DEXI 203, prone turn",1,JHU
prone,Desat to 53 post slide up in prone position. RT bagging,1,JHU
prone,Getting to proned position,1,JHU
prone,HEAD TURN WHILE PRONE,1,JHU
prone,HOB equal/greater than 30 degrees;HOB self-regulated;Prone,1,JHU
prone,HOB equal/greater than 30 degrees;Left lateral;Reverse Trendelenburg;Prone,1,JHU
prone,HOB equal/greater than 30 degrees;Prone;Left lateral;Reverse Trendelenburg,1,JHU
prone,HOB equal/greater than 30 degrees;Prone;Reverse Trendelenburg;Right lateral,1,JHU
prone,HOB equal/greater than 30 degrees;Reverse Trendelenburg;Prone;Left lateral,1,JHU
prone,HOB flat;HOB less than 30 degrees;Prone,1,JHU
prone,HOB less than 30 degrees;Left lateral;Prone;Reverse Trendelenburg,1,JHU
prone,HOB self-regulated;Prone;HOB less than 30 degrees,1,JHU
prone,HOB self-regulated;Prone;Other (comment),1,JHU
prone,Head left;Lying left side;Pillow support;Reverse Trendelenburg;Prone,1,JHU
prone,Head left;Lying left side;Prone;Pillow support;Reverse Trendelenburg;Other (Comment),1,JHU
prone,Head left;Lying right side;Pillow support;Reverse Trendelenburg;Prone,1,JHU
prone,Head left;Lying right side;Reverse Trendelenburg;Prone;Pillow support;Unable to reposition,1,JHU
prone,Head left;Other (Comment);Prone,1,JHU
prone,Head left;Pillow support;Prone;Lying right side,1,JHU
prone,Head left;Pillow support;Prone;Reverse Trendelenburg;Lying right side,1,JHU
prone,Head left;Pillow support;Prone;Reverse Trendelenburg;Unable to reposition;Lying left side,1,JHU
prone,Head left;Pillow support;Prone;Reverse Trendelenburg;Unable to reposition;Lying right side,1,JHU
prone,Head left;Pillow support;Reverse Trendelenburg;Prone;Lying left side,1,JHU
prone,Head left;Prone;Other (Comment),1,JHU
prone,Head left;Prone;Pillow support;Lying right side,1,JHU
prone,Head left;Prone;Pillow support;Reverse Trendelenburg;Unable to reposition;Lying left side,1,JHU
prone,Head left;Prone;Reverse Trendelenburg;Pillow support;Lying left side,1,JHU
prone,Head left;Prone;Reverse Trendelenburg;Pillow support;Lying right side,1,JHU
prone,Head left;Prone;Reverse Trendelenburg;Pillow support;Other (Comment),1,JHU
prone,Head left;Prone;Reverse Trendelenburg;Pillow support;Unable to reposition,1,JHU
prone,Head left;Reverse Trendelenburg;Lying right side;Prone,1,JHU
prone,Head left;Reverse Trendelenburg;Prone;Lying left side,1,JHU
prone,Head left;Reverse Trendelenburg;Prone;Lying right side,1,JHU
prone,Head left;Reverse Trendelenburg;Prone;Pillow support;Lying left side,1,JHU
prone,Head left;Reverse Trendelenburg;Prone;Unable to reposition,1,JHU
prone,Head midline;Prone,1,JHU
prone,Head right;Lying left side;Prone;Reverse Trendelenburg;Unable to reposition,1,JHU
prone,Head right;Lying right side;Prone;Pillow support;Reverse Trendelenburg,1,JHU
prone,Head right;Lying right side;Prone;Reverse Trendelenburg;Other (Comment),1,JHU
prone,Head right;Pillow support;Prone;Lying left side;Unable to reposition,1,JHU
prone,Head right;Pillow support;Prone;Reverse Trendelenburg;Lying right side,1,JHU
prone,Head right;Pillow support;Reverse Trendelenburg;Prone;Lying left side,1,JHU
prone,Head right;Pillow support;Trendelenburg;Prone;Other (Comment),1,JHU
prone,Head right;Prone;Lying left side;Pillow support,1,JHU
prone,Head right;Prone;Pillow support;Lying left side,1,JHU
prone,Head right;Prone;Pillow support;Reverse Trendelenburg;Other (Comment),1,JHU
prone,Head right;Prone;Pillow support;Trendelenburg,1,JHU
prone,Head right;Prone;Reverse Trendelenburg;Other (Comment),1,JHU
prone,Head right;Prone;Reverse Trendelenburg;Pillow support;Lying right side,1,JHU
prone,Head right;Prone;Reverse Trendelenburg;Trendelenburg,1,JHU
prone,Head right;Reverse Trendelenburg;Prone;Lying left side,1,JHU
prone,Head turn for prone pt,1,JHU
prone,"Head turn, Pt is proned",1,JHU
prone,"Head turn, prone",1,JHU
prone,Head turned- Prone position,1,JHU
prone,Head turned- Proned posn.,1,JHU
prone,Head turned- prone position,1,JHU
prone,Head turned-Prone posn,1,JHU
prone,Head turned-prone posn,1,JHU
prone,Head turned-prone posn.,1,JHU
prone,Head turned. Prone position,1,JHU
prone,Head turned. Prone position. ,1,JHU
prone,Left lateral;HOB equal/greater than 30 degrees;HOB less than 30 degrees;Prone,1,JHU
prone,Left lateral;HOB flat;Lying down;Prone,1,JHU
prone,Left lateral;HOB flat;Prone,1,JHU
prone,Left lateral;HOB flat;Prone;Reverse Trendelenburg,1,JHU
prone,Left lateral;Prone;HOB equal/greater than 30 degrees,1,JHU
prone,Left lateral;Prone;HOB flat,1,JHU
prone,Left lateral;Prone;HOB less than 30 degrees;Reverse Trendelenburg,1,JHU
prone,Left lateral;Prone;Lying down,1,JHU
prone,Left lateral;Prone;Reverse Trendelenburg;HOB less than 30 degrees,1,JHU
prone,Left lateral;Prone;Trendelenburg,1,JHU
prone,Lying down;Left lateral;HOB less than 30 degrees;Prone,1,JHU
prone,Lying down;Prone;HOB self-regulated,1,JHU
prone,Lying down;Prone;HOB self-regulated;HOB flat,1,JHU
prone,Lying down;Prone;Left lateral,1,JHU
prone,Lying down;Prone;Right lateral,1,JHU
prone,Lying down;Right lateral;Prone,1,JHU
prone,Lying left side;Head left;Pillow support;Prone;Other (Comment),1,JHU
prone,Lying left side;Head left;Pillow support;Reverse Trendelenburg;Prone,1,JHU
prone,Lying left side;Head left;Prone;Pillow support,1,JHU
prone,Lying left side;Head right;Pillow support;Prone;Trendelenburg,1,JHU
prone,Lying left side;Lying right side;Prone,1,JHU
prone,Lying left side;Pillow support;Prone;Head left,1,JHU
prone,Lying left side;Pillow support;Prone;Reverse Trendelenburg;Other (Comment),1,JHU
prone,Lying left side;Pillow support;Reverse Trendelenburg;Prone,1,JHU
prone,Lying left side;Prone;Pillow support;Other (Comment),1,JHU
prone,Lying left side;Prone;Pillow support;Trendelenburg,1,JHU
prone,Lying left side;Prone;Reverse Trendelenburg;Other (Comment),1,JHU
prone,Lying left side;Reverse Trendelenburg;Prone;Head left,1,JHU
prone,Lying left side;Reverse Trendelenburg;Prone;Head right,1,JHU
prone,Lying left side;Reverse Trendelenburg;Prone;Other (Comment),1,JHU
prone,Lying left side;Reverse Trendelenburg;Prone;Pillow support,1,JHU
prone,Lying left side;Turns self;Prone,1,JHU
prone,Lying right side;Head right;Prone;Reverse Trendelenburg;Unable to reposition,1,JHU
prone,Lying right side;Head right;Reverse Trendelenburg;Prone,1,JHU
prone,Lying right side;Lying left side;Prone,1,JHU
prone,Lying right side;Pillow support;Prone;Head left;Other (Comment),1,JHU
prone,Lying right side;Pillow support;Prone;Reverse Trendelenburg;Head right,1,JHU
prone,Lying right side;Pillow support;Reverse Trendelenburg;Prone,1,JHU
prone,Lying right side;Prone;Head left;Reverse Trendelenburg,1,JHU
prone,Lying right side;Prone;Pillow support;Head left,1,JHU
prone,Lying right side;Prone;Pillow support;Turns self,1,JHU
prone,Lying right side;Prone;Reverse Trendelenburg;Head left;Pillow support,1,JHU
prone,Lying right side;Prone;Reverse Trendelenburg;Head right,1,JHU
prone,Lying right side;Prone;Reverse Trendelenburg;Other (Comment),1,JHU
prone,Lying right side;Reverse Trendelenburg;Prone;Head left,1,JHU
prone,Lying right side;Reverse Trendelenburg;Prone;Pillow support,1,JHU
prone,Lying right side;Turns self;Prone,1,JHU
prone,Lying right side;Unable to reposition;Reverse Trendelenburg;Prone,1,JHU
prone,MDs at bedside assessing pt - frequent desaturations noted on monitor and high peak pressure alarms. Suctioning of minimal benefit to patient at this time. Discussed ongoing hypoxia with providers. Plan to prone patient with MICU team once available and maintain current vent settings. FIO2 increased to 70% by Fellow Al-Kawaz.,1,JHU
prone,Other (Comment);Head left;Lying right side;Prone;Reverse Trendelenburg;Pillow support,1,JHU
prone,Other (Comment);Head left;Prone,1,JHU
prone,Other (Comment);Lying left side;Prone,1,JHU
prone,Other (Comment);Lying right side;Prone,1,JHU
prone,Other (Comment);Pillow support;Prone;Lying right side,1,JHU
prone,Other (Comment);Prone;Reverse Trendelenburg;Pillow support,1,JHU
prone,PATIENT PRONED. ,1,JHU
prone,PEEP at 14 for prone,1,JHU
prone,PRONE  HEAD reposition,1,JHU
prone,PRONE  head repostioned,1,JHU
prone,PRONE  pt proned,1,JHU
prone,"PRONE , head repositioned",1,JHU
prone,"PRONE ,HEAD REPOSITIONED",1,JHU
prone,PRONE .,1,JHU
prone,"PRONE . pt again desated and then bradycardic. MD and RN, RT at bedside pt has a pulse. HR increased to 107. spo2 92% will not do head turn due to pt's tenous condition",1,JHU
prone,PRONE HEAD  REPOSITONED,1,JHU
prone,PRONE HEAD REPOSIONED,1,JHU
prone,PRONE HEAD REPOSITIONE,1,JHU
prone,PRONE HEAD REPOSITONE,1,JHU
prone,PRONE HEAD REPOSITONED PLACE ON 100 FIO2 DURING HEAD TURN,1,JHU
prone,PRONE HEAD repositioned. placed on 100% for head turn and sheet change,1,JHU
prone,PRONE HEAD reposituoned,1,JHU
prone,PRONE HEAD repsoitoned,1,JHU
prone,PRONE HEad repositioned,1,JHU
prone,PRONE head reopositioned,1,JHU
prone,PRONE head reositioned,1,JHU
prone,PRONE head repoistioned,1,JHU
prone,PRONE head repositioned placed on 100%,1,JHU
prone,PRONE head repositionede,1,JHU
prone,PRONE head repositoned pt hyperoxygenatedw/ 100%,1,JHU
prone,PRONE head reposotioned,1,JHU
prone,PRONE head repostioned pt hyperoxygenerate 100% prior,1,JHU
prone,PRONE head repsoitioned,1,JHU
prone,PRONE head respositoned,1,JHU
prone,PRONE head turn at this time,1,JHU
prone,PRONE head turn at this time ,1,JHU
prone,PRONE repositioned head,1,JHU
prone,"PRONE, HEAD REPOSITONED",1,JHU
prone,"PRONE, Head repositioned",1,JHU
prone,"PRONE, No turning per provider",1,JHU
prone,"PRONE, called at bedside by NP and resident pt desating to 83% PEEP increased to 16 plateau pressure =49. decreased tidal volume to 350 per NP verbal order and increased PEEP to +12. spo2 improved to 90%  plateau pressure=31. will obtain ABG in 30minutes",1,JHU
prone,"PRONE, head reposition",1,JHU
prone,"PRONE, head repositoned",1,JHU
prone,"PRONE, head repostioned",1,JHU
prone,"PRONE, no q4 turns due to pt tenous resp status",1,JHU
prone,"PRONE, paged to bedside. pt became hypotensive and hypoxic. fio2 increased to 100% MD at bedside. suctioned for moderate amt of thick tan/brown secretions. pt sometimes breath stacks and bite down on ETT md made aware. plan to increase sedation. head turn delayed to midnight. spo2 improved. will continue to monitor",1,JHU
prone,"PRONE, pt head repositioned",1,JHU
prone,"PRONE, reposition head",1,JHU
prone,"PRONE,head repositioned",1,JHU
prone,PRONE. Head repositioned,1,JHU
prone,PRONE. ON RIGHT SIDE.,1,JHU
prone,PRONE. Turned onto Right side,1,JHU
prone,PRONE. no head turns at this time per Resident due to pt's hemodyanmic instability,1,JHU
prone,PRONE. pt hyperoxygenated w 100% prior to PRONING. pt tolerated turn well,1,JHU
prone,PRONE.head repositioned,1,JHU
prone,PRONED ( HEAD TO THE RIGH,1,JHU
prone,PRONED @ 1045,1,JHU
prone,PRONED ON LEFT ,1,JHU
prone,PRONED ON RIGHT,1,JHU
prone,PRONED R side down,1,JHU
prone,PRONED head repositoned,1,JHU
prone,PRONED. Left side Down.,1,JHU
prone,PT BEING PRONED,1,JHU
prone,PT PRONE,1,JHU
prone,"PT PRONED, PaO2 60  last ABG",1,JHU
prone,"PT PRONED, hyperoxygenate 100% prior",1,JHU
prone,PT PRONED. LEFT SIDE DOWN.,1,JHU
prone,PT Proned,1,JHU
prone,PT RE-PRONED,1,JHU
prone,PT Reproned,1,JHU
prone,PT proned,1,JHU
prone,"PT was proned during this assessment, tolerated well.",1,JHU
prone,Patient Prone with head turned to Left Side.,1,JHU
prone,Patient Prone with head turned to Right Side,1,JHU
prone,Patient Proned with Proning team at bedside,1,JHU
prone,Patient Proned!,1,JHU
prone,Patient Self Proned,1,JHU
prone,Patient is now prone,1,JHU
prone,Patient is prone and sleeping,1,JHU
prone,Patient prone ,1,JHU
prone,Patient proned ,1,JHU
prone,Patient proned and turned. RT and MD bedside,1,JHU
prone,Patient proned at 2317,1,JHU
prone,Patient proned at this time,1,JHU
prone,Patient self-proned with significant improvement in SpO2.,1,JHU
prone,"PiCCO #'s obtained with patient proned, HOB flat, PEEP 10",1,JHU
prone,"PiCCO #'s obtained with patient proned, PEEP 14",1,JHU
prone,"PiCCO #'s obtained with patient proned, PEEP 18",1,JHU
prone,"PiCCO #'s obtained with patient proned, PEEP 18 & Nitric Oxide",1,JHU
prone,Pillow support;Head left;Prone,1,JHU
prone,Pillow support;Lying right side;Head right;Reverse Trendelenburg;Prone,1,JHU
prone,Pillow support;Lying right side;Prone;Reverse Trendelenburg;Head left,1,JHU
prone,Pillow support;Prone;Head left;Lying left side,1,JHU
prone,Pillow support;Prone;Head midline,1,JHU
prone,Pillow support;Prone;Head right,1,JHU
prone,Pillow support;Prone;Lying left side;Reverse Trendelenburg,1,JHU
prone,Pillow support;Prone;Refused by patient,1,JHU
prone,Pillow support;Prone;Reverse Trendelenburg;Head left;Lying right side,1,JHU
prone,Pillow support;Prone;Reverse Trendelenburg;Lying left side,1,JHU
prone,Pillow support;Prone;Reverse Trendelenburg;Lying left side;Head left,1,JHU
prone,Pillow support;Prone;Reverse Trendelenburg;Lying right side;Head left,1,JHU
prone,Pillow support;Prone;Reverse Trendelenburg;Other (Comment),1,JHU
prone,Pillow support;Prone;Reverse Trendelenburg;Other (Comment);Head left,1,JHU
prone,Pillow support;Prone;Reverse Trendelenburg;Unable to reposition,1,JHU
prone,Pillow support;Prone;Trendelenburg,1,JHU
prone,Pillow support;Reverse Trendelenburg;Prone;Head left;Lying left side,1,JHU
prone,Pillow support;Reverse Trendelenburg;Prone;Head right;Lying left side,1,JHU
prone,Pillow support;Reverse Trendelenburg;Prone;Lying right side,1,JHU
prone,Pillow support;Reverse Trendelenburg;Prone;Lying right side;Head left,1,JHU
prone,Pillow support;Reverse Trendelenburg;Prone;Lying right side;Head right,1,JHU
prone,Plan to prone,1,JHU
prone,Preparing to prone.,1,JHU
prone,Prone Position (Left Lateral),1,JHU
prone,Prone posn,1,JHU
prone,Prone posn- Head turned,1,JHU
prone,Prone posn. Turned pt's head.,1,JHU
prone,Prone repositioning. Head turned to the right. ,1,JHU
prone,Prone the patient (Right side down),1,JHU
prone,Prone turn- head to R side ,1,JHU
prone,"Prone, spontaneous movement before Fent bolus",1,JHU
prone,Prone. Head turned. Left side down,1,JHU
prone,Prone. Head turned. Right side down.,1,JHU
prone,Prone. On left side,1,JHU
prone,Prone. Turned onto Right side.,1,JHU
prone,Prone. Turned onto left side.,1,JHU
prone,Prone/ Vecuronium Bolus,1,JHU
prone,"Prone: UPSIDE Left, Lying right side.",1,JHU
prone,Prone: head repositioned,1,JHU
prone,Prone;HOB equal/greater than 30 degrees;Right lateral;Reverse Trendelenburg,1,JHU
prone,Prone;HOB flat;Trendelenburg,1,JHU
prone,Prone;HOB less than 30 degrees;Trendelenburg,1,JHU
prone,Prone;Head left;Lying right side;Other (Comment),1,JHU
prone,Prone;Head left;Lying right side;Pillow support;Reverse Trendelenburg,1,JHU
prone,Prone;Head left;Lying right side;Reverse Trendelenburg;Other (Comment),1,JHU
prone,Prone;Head left;Lying right side;Reverse Trendelenburg;Unable to reposition,1,JHU
prone,Prone;Head left;Pillow support;Lying right side,1,JHU
prone,Prone;Head left;Pillow support;Reverse Trendelenburg;Unable to reposition,1,JHU
prone,Prone;Head left;Pillow support;Trendelenburg,1,JHU
prone,Prone;Head left;Reverse Trendelenburg;Unable to reposition,1,JHU
prone,Prone;Head right;Lying right side;Pillow support,1,JHU
prone,Prone;Head right;Lying right side;Pillow support;Reverse Trendelenburg,1,JHU
prone,Prone;Head right;Reverse Trendelenburg;Lying left side,1,JHU
prone,Prone;Head right;Reverse Trendelenburg;Pillow support;Other (Comment),1,JHU
prone,Prone;Head right;Unable to reposition;Pillow support,1,JHU
prone,Prone;Left lateral;HOB equal/greater than 30 degrees;Trendelenburg,1,JHU
prone,Prone;Left lateral;Trendelenburg,1,JHU
prone,Prone;Lying down;HOB flat,1,JHU
prone,Prone;Lying down;Left lateral,1,JHU
prone,Prone;Lying down;Right lateral,1,JHU
prone,Prone;Lying left side;Head left;Other (Comment),1,JHU
prone,Prone;Lying left side;Head left;Pillow support;Reverse Trendelenburg,1,JHU
prone,Prone;Lying left side;Head right;Pillow support,1,JHU
prone,Prone;Lying left side;Head right;Reverse Trendelenburg;Unable to reposition,1,JHU
prone,Prone;Lying left side;Head right;Trendelenburg,1,JHU
prone,Prone;Lying left side;Lying right side,1,JHU
prone,Prone;Lying left side;Pillow support;Head right,1,JHU
prone,Prone;Lying left side;Pillow support;Trendelenburg,1,JHU
prone,Prone;Lying left side;Reverse Trendelenburg;Head right;Pillow support,1,JHU
prone,Prone;Lying right side;Head left;Other (Comment),1,JHU
prone,Prone;Lying right side;Lying left side,1,JHU
prone,Prone;Lying right side;Other (Comment);Head left;Reverse Trendelenburg,1,JHU
prone,Prone;Lying right side;Pillow support;Trendelenburg,1,JHU
prone,Prone;Lying right side;Reverse Trendelenburg;Head right,1,JHU
prone,Prone;Lying right side;Reverse Trendelenburg;Unable to reposition,1,JHU
prone,Prone;Lying right side;Trendelenburg;Unable to reposition,1,JHU
prone,Prone;Other (Comment);Head left,1,JHU
prone,Prone;Other (Comment);Head right,1,JHU
prone,Prone;Other (Comment);Refused by patient,1,JHU
prone,Prone;Other (Comment);Reverse Trendelenburg;Pillow support,1,JHU
prone,Prone;Other (Comment);Unable to reposition,1,JHU
prone,Prone;Pillow support;Head left;Lying right side;Reverse Trendelenburg,1,JHU
prone,Prone;Pillow support;Head left;Other (Comment),1,JHU
prone,Prone;Pillow support;Head right;Lying left side;Reverse Trendelenburg,1,JHU
prone,Prone;Pillow support;Head right;Lying right side,1,JHU
prone,Prone;Pillow support;Head right;Lying right side;Other (Comment),1,JHU
prone,Prone;Pillow support;Head right;Lying right side;Reverse Trendelenburg,1,JHU
prone,Prone;Pillow support;Lying right side;Reverse Trendelenburg,1,JHU
prone,Prone;Pillow support;Reverse Trendelenburg;Head left;Unable to reposition;Lying left side,1,JHU
prone,Prone;Pillow support;Reverse Trendelenburg;Head right;Other (Comment),1,JHU
prone,Prone;Pillow support;Reverse Trendelenburg;Lying left side;Other (Comment),1,JHU
prone,Prone;Pillow support;Reverse Trendelenburg;Lying right side,1,JHU
prone,Prone;Pillow support;Reverse Trendelenburg;Other (Comment);Head right,1,JHU
prone,Prone;Pillow support;Standing,1,JHU
prone,Prone;Pillow support;Trendelenburg,1,JHU
prone,Prone;Pillow support;Trendelenburg;Head right,1,JHU
prone,Prone;Pillow support;Trendelenburg;Lying right side,1,JHU
prone,Prone;Pillow support;Turns self;Lying left side,1,JHU
prone,Prone;Refused by patient;Other (Comment),1,JHU
prone,Prone;Reverse Trendelenburg;Head right;Pillow support;Lying left side,1,JHU
prone,Prone;Reverse Trendelenburg;Head right;Pillow support;Lying right side,1,JHU
prone,Prone;Reverse Trendelenburg;Lying right side;Head left;Unable to reposition,1,JHU
prone,Prone;Reverse Trendelenburg;Other (Comment);Lying left side,1,JHU
prone,Prone;Reverse Trendelenburg;Other (Comment);Lying right side,1,JHU
prone,Prone;Reverse Trendelenburg;Other (comment);HOB equal/greater than 30 degrees,1,JHU
prone,Prone;Reverse Trendelenburg;Pillow support;Head left;Lying left side;Lying right side,1,JHU
prone,Prone;Reverse Trendelenburg;Pillow support;Head midline,1,JHU
prone,Prone;Reverse Trendelenburg;Pillow support;Head right;Lying right side,1,JHU
prone,Prone;Reverse Trendelenburg;Pillow support;Lying left side;Head left,1,JHU
prone,Prone;Reverse Trendelenburg;Pillow support;Lying left side;Lying right side,1,JHU
prone,Prone;Reverse Trendelenburg;Pillow support;Lying right side;Head right,1,JHU
prone,Prone;Reverse Trendelenburg;Pillow support;Other (Comment);Head left,1,JHU
prone,Prone;Reverse Trendelenburg;Pillow support;Turns self,1,JHU
prone,Prone;Reverse Trendelenburg;Trendelenburg;Head right,1,JHU
prone,Prone;Reverse Trendelenburg;Trendelenburg;Lying left side;Pillow support,1,JHU
prone,Prone;Right lateral;HOB less than 30 degrees;Reverse Trendelenburg,1,JHU
prone,Prone;Right lateral;Left lateral,1,JHU
prone,Prone;Right lateral;Other (comment),1,JHU
prone,Prone;Right lateral;Reverse Trendelenburg;Trendelenburg,1,JHU
prone,Prone;Right lateral;Trendelenburg,1,JHU
prone,Prone;Standing,1,JHU
prone,Prone;Trendelenburg;Head left,1,JHU
prone,Prone;Trendelenburg;Lying left side,1,JHU
prone,Prone;Trendelenburg;Lying left side;Head right,1,JHU
prone,Prone;Trendelenburg;Pillow support,1,JHU
prone,Prone;Trendelenburg;Pillow support;Head right,1,JHU
prone,Prone;Trendelenburg;Right lateral,1,JHU
prone,Prone;Unable to reposition;Lying right side,1,JHU
prone,Prone;Unable to reposition;Other (Comment),1,JHU
prone,Prone@ 11a,1,JHU
prone,Proned - facing door,1,JHU
prone,Proned - turn towards windows,1,JHU
prone,Proned @ ~1110a - facing the vent,1,JHU
prone,Proned Left,1,JHU
prone,Proned Left side down,1,JHU
prone,Proned Pt,1,JHU
prone,Proned Right down,1,JHU
prone,Proned Right side,1,JHU
prone,Proned at 1250,1,JHU
prone,Proned at this time,1,JHU
prone,"Proned at ~1320, facing R side",1,JHU
prone,Proned at ~1750; head facing R side,1,JHU
prone,Proned at ~1800.,1,JHU
prone,Proned for bone marrow biopsy,1,JHU
prone,Proned patient. Head towards window,1,JHU
prone,Proned posn- Head turned,1,JHU
prone,Proned pt at this time,1,JHU
prone,Proned pt.Spo2-70's,1,JHU
prone,Proned the pt. for biopsy,1,JHU
prone,"Proned, Head Turn to left",1,JHU
prone,"Proned, Head turn to right",1,JHU
prone,Proned- turned pt.,1,JHU
prone,Proned.  Head towards window,1,JHU
prone,Proned. Head turn to left side ,1,JHU
prone,Proned. Head turn to right side ,1,JHU
prone,Proned. Left side up,1,JHU
prone,Proned. Upside: Left; lying right side.,1,JHU
prone,Proned/ DP,1,JHU
prone,Proned/no complications,1,JHU
prone,Proned: head facing right ,1,JHU
prone,Proned; head facing right,1,JHU
prone,Pt PRONE. ON LEFT SIDE,1,JHU
prone,Pt Prone (Left Lateral),1,JHU
prone,Pt Prone. Head Turned. Left side down.,1,JHU
prone,Pt Prone. Head turned. Left side down.,1,JHU
prone,Pt Prone; able to pass suction catheter,1,JHU
prone,Pt Proned (with patient help) with MDs at bedside ,1,JHU
prone,Pt Proned at 0040,1,JHU
prone,Pt Proned. Left side down,1,JHU
prone,Pt Proned. Left side down.,1,JHU
prone,"Pt flipped (proned, Left side)",1,JHU
prone,"Pt in bed, prone and tachypneic",1,JHU
prone,Pt irritated when asked to stay in prone position,1,JHU
prone,Pt is now PRONE,1,JHU
prone,Pt is prone,1,JHU
prone,Pt is prone.,1,JHU
prone,Pt is proned. Unstable to move head at this time. Will attempt a little later when more stable,1,JHU
prone,"Pt is refusing to maintain prone position, RN educated pt x3. MD Taylor aware",1,JHU
prone,Pt is self proned,1,JHU
prone,Pt moving from prone to side lying ,1,JHU
prone,Pt prone positon,1,JHU
prone,Pt prone. Head turned Left side down,1,JHU
prone,Pt prone. Head turned Right side down.,1,JHU
prone,Pt prone. Head turned left side down,1,JHU
prone,"Pt prone. Head turned, left side down.",1,JHU
prone,Pt prone. Head turned. Right side down,1,JHU
prone,Pt prone. Left side down.,1,JHU
prone,Pt prone. Turned Right side down,1,JHU
prone,Pt prone. Turned left side down.,1,JHU
prone,Pt prone. Turned onto left side down.,1,JHU
prone,Pt prone. Turned onto right side,1,JHU
prone,Pt prone. Turned onto right side down.,1,JHU
prone,Pt prone. Turned onto right side.,1,JHU
prone,Pt prone. turned onto left side,1,JHU
prone,Pt proned & head turned to the right.,1,JHU
prone,Pt proned 1015,1,JHU
prone,Pt proned @9:45AM. ,1,JHU
prone,Pt proned and placed on C1 vent in 12west for transport to NCCU,1,JHU
prone,Pt proned at 0030,1,JHU
prone,Pt proned at this time,1,JHU
prone,Pt proned onto left side.,1,JHU
prone,Pt proned onto right side,1,JHU
prone,Pt proned w MD at bedside at this time,1,JHU
prone,"Pt proned with assistance of MICU team. Tolerated the positioning well. Will send ABG to followup in 1 hr per Al-Kawaz, MD.",1,JHU
